id,user,post
232,24376,22550
233,8336,12203
234,14873,29810
235,4981,7230
236,10582,38421
237,19173,9330
238,2388,4251
239,14962,24922
240,8821,3456
241,9463,36895
242,20093,11826
243,20694,20933
244,4249,15317
245,1904,18666
246,14594,6199
247,6390,19058
248,5634,10119
249,5630,29544
250,7850,17441
251,17401,20412
252,7053,33567
253,13049,25823
254,9,28152
255,10168,7416
256,22349,14472
257,6853,6245
258,22156,20632
259,14028,31095
260,22405,28934
261,24328,37107
262,15300,3742
263,9850,17878
264,18400,28157
265,21563,2742
266,984,4409
267,13836,20588
268,16602,33219
269,9783,23259
270,9240,21796
271,3991,35578
272,6289,39121
273,11378,16435
274,8793,552
275,20138,16778
276,19020,32592
277,5983,4648
278,13135,24005
279,12063,27098
280,49,930
281,10316,8640
282,15001,36667
283,7299,28526
284,6804,33995
285,22245,23554
286,5053,5047
287,1509,24481
288,13392,7849
289,19547,5897
290,20274,8574
291,2263,17229
292,8506,34879
293,24504,22901
294,3999,25796
295,3491,28933
296,84,3997
297,12342,5232
298,20110,23443
299,4635,39085
300,10449,26583
301,17020,34064
302,14310,7266
303,5162,32821
304,1713,29518
305,24971,2176
306,24669,38237
307,1790,21938
308,14151,5863
309,7276,11123
310,1181,3861
311,12967,37578
312,23394,9815
313,16335,9263
314,10076,34040
315,6120,34166
316,20203,10341
317,4702,26469
318,22750,25517
319,20012,18613
320,22964,22180
321,15665,26630
322,18187,38103
323,17757,17261
324,16899,11506
325,5881,21336
326,11197,31766
327,20530,6894
328,19892,36184
329,8642,18880
330,9601,18280
331,949,3286
332,19389,8362
333,20739,12246
334,1894,16395
335,14907,32442
336,16134,35455
337,18891,29798
338,14386,738
339,18492,23057
340,9836,21753
341,13059,29984
342,19718,31204
343,16538,38764
344,3426,13129
345,21260,8142
346,24881,4403
347,12147,18421
348,13636,30671
349,15777,19626
350,17078,4840
351,19331,34058
352,13748,3047
353,14487,1331
354,22378,27269
355,14810,39751
356,21513,2341
357,5112,16691
358,2469,4905
359,12004,975
360,14120,22281
361,23772,231
362,2163,29094
363,6190,17881
364,6936,7371
365,19371,16205
366,22798,12390
367,22373,28490
368,1257,15985
369,10742,36625
370,6595,9012
371,22175,6408
372,18250,23199
373,5912,26491
374,24485,38926
375,10343,15104
376,19582,36254
377,17424,29684
378,12005,1399
379,21408,33254
380,19607,16124
381,22065,32481
382,22559,4376
383,7010,21798
384,16308,32796
385,3511,25415
386,13682,38743
387,6869,10393
388,20130,9086
389,22996,20073
390,1973,18115
391,23686,17137
392,17835,32732
393,5361,28650
394,455,18934
395,3633,34985
396,23302,7854
397,22450,243
398,377,17136
399,9007,5405
400,23113,32275
401,5197,12538
402,22086,19484
403,3995,890
404,759,953
405,1344,6778
406,16203,212
407,16675,7734
408,6750,13798
409,7110,10345
410,14459,35535
411,22268,8301
412,20564,14386
413,23720,4208
414,5907,11398
415,13366,28359
416,21918,33537
417,24539,11133
418,6630,29810
419,15349,22104
420,14182,39727
421,3717,84
422,19581,35087
423,7501,28460
424,10856,22404
425,472,24872
426,14102,28444
427,42,10558
428,2949,15326
429,2929,16268
430,8048,5525
431,13084,9245
432,17642,10145
433,7935,17357
434,18123,31425
435,4111,20079
436,23037,26369
437,8501,18093
438,23674,21791
439,13632,4383
440,13300,18529
441,5506,31147
442,138,12532
443,21013,188
444,3907,19009
445,21114,2605
446,19806,7264
447,6398,35649
448,11772,19122
449,14339,17160
450,16319,35068
451,6400,4681
452,3350,35140
453,19706,10406
454,20789,18421
455,19010,38566
456,15359,13494
457,13930,10368
458,16586,7579
459,19528,38230
460,15910,7492
461,17315,16581
462,9746,6035
463,23626,29180
464,22429,29717
465,23057,21541
466,8553,9562
467,15076,4869
468,4851,39156
469,15154,23993
470,13105,38350
471,5217,539
472,16696,10732
473,18717,17023
474,18620,4508
475,11827,28397
476,18912,10351
477,1833,29289
478,9294,5875
479,4620,37445
480,4373,35502
481,4347,22722
482,21945,39263
483,19164,34804
484,666,11508
485,3577,15374
486,13167,14426
487,535,18565
488,6757,34275
489,8359,26169
490,20770,24782
491,21823,18268
492,17147,37900
493,2612,12947
494,8126,33686
495,13525,21681
496,13192,37866
497,580,21648
498,545,36618
499,2398,34205
500,22231,35905
501,23210,30300
502,911,38370
503,19548,11144
504,7452,9013
505,18995,26055
506,24388,24168
507,2682,34516
508,1458,21129
509,20962,6911
510,7277,36914
511,10898,8708
512,23839,21635
513,12950,33007
514,4920,17322
515,8178,9848
516,16697,1178
517,18825,11000
518,14901,37979
519,14442,25332
520,5336,27243
521,15355,1865
522,9927,18278
523,3109,3150
524,5618,18019
525,1738,4518
526,9281,2364
527,10621,15350
528,14914,29440
529,23320,38543
530,13394,34011
531,17514,6894
532,6056,22289
533,15967,19816
534,19548,535
535,17601,34710
536,6047,33724
537,10850,36351
538,12455,32970
539,15188,2979
540,10846,10180
541,5088,38437
542,5158,30350
543,23129,13187
544,21459,31420
545,5597,11755
546,23571,24240
547,1265,26158
548,10858,25727
549,14242,38612
550,3791,37453
551,10151,35816
552,837,12342
553,4864,4087
554,13497,2310
555,24514,33761
556,6653,9313
557,19507,4150
558,10784,37786
559,5064,12805
560,7579,6262
561,11914,3507
562,11776,39808
563,21098,3002
564,18832,19618
565,21258,21658
566,16991,12606
567,21258,35032
568,20100,19104
569,17032,23599
570,3803,25174
571,21384,21691
572,3772,3827
573,18228,33664
574,21598,4448
575,8860,499
576,21642,35930
577,3210,18334
578,9325,24843
579,15125,9983
580,10035,24712
581,503,23055
582,14712,35217
583,21076,26471
584,23849,39108
585,24267,32943
586,14414,15835
587,24039,8696
588,11914,4571
589,19395,16835
590,20180,23821
591,7157,29246
592,13667,26145
593,8314,24920
594,22706,27017
595,11776,17419
596,1865,27800
597,21897,902
598,12399,7423
599,6956,22708
600,5678,38652
601,4782,34574
602,12501,5422
603,17261,9439
604,4345,23927
605,18150,25082
606,2681,10518
607,20642,24239
608,3554,23823
609,5260,23723
610,14928,15429
611,21409,15069
612,6330,26655
613,7088,3902
614,22731,34542
615,4935,21137
616,2284,4500
617,22733,39586
618,19804,15223
619,15386,4258
620,682,18593
621,21865,21191
622,13705,12309
623,9610,27551
624,12205,38575
625,16206,10023
626,263,30833
627,17577,27953
628,11092,8248
629,14963,7638
630,6811,10205
631,4239,24857
632,18073,16751
633,4590,14728
634,24099,28176
635,10069,29248
636,878,4361
637,10634,2354
638,16733,24931
639,14628,38150
640,17473,19576
641,6920,10674
642,15337,33848
643,15198,11985
644,15548,585
645,6164,16318
646,1359,39459
647,23877,11324
648,2509,7810
649,17872,5795
650,13010,15076
651,3472,17332
652,11232,24401
653,23626,35526
654,17800,9753
655,9825,32609
656,11911,19320
657,21088,5217
658,3427,16466
659,5419,18918
660,14187,29340
661,4330,11567
662,7252,31280
663,9573,38565
664,9052,25164
665,7551,22087
666,16402,19962
667,21556,30005
668,1235,35114
669,8459,2980
670,5085,12852
671,17035,5385
672,1226,34213
673,3458,10424
674,14418,37116
675,21992,31000
676,5678,925
677,16112,11034
678,16889,4552
679,14661,13801
680,10640,27233
681,6880,23547
682,10822,14451
683,16915,26205
684,20379,14293
685,7003,31400
686,3988,32998
687,15138,15927
688,22078,5478
689,21633,8457
690,9476,22966
691,20317,32396
692,11123,32860
693,8086,23575
694,14242,17077
695,11155,39130
696,2745,5494
697,14495,27978
698,16193,24311
699,14051,34707
700,19667,22138
701,3446,23169
702,23299,37615
703,14102,2680
704,3076,26874
705,629,27508
706,7294,10442
707,14647,31454
708,18513,5589
709,2394,24989
710,6371,10026
711,8409,35450
712,14078,28473
713,1857,3761
714,23001,34084
715,2879,33669
716,1034,32314
717,8581,3793
718,14900,21468
719,13127,14315
720,3202,11734
721,9234,33763
722,4485,7165
723,11299,31472
724,36,10567
725,11001,19609
726,2271,19934
727,16221,27637
728,18219,14821
729,8578,15609
730,2030,15467
731,1815,31947
732,10058,5854
733,18393,2471
734,12256,12604
735,9134,15973
736,7722,1435
737,8637,29094
738,21084,16733
739,20103,18580
740,18402,35437
741,20941,30860
742,5082,28072
743,22984,6791
744,8514,8793
745,10200,30594
746,20211,33811
747,13786,2474
748,24679,39478
749,23829,10666
750,24701,18134
751,22982,10065
752,20880,36421
753,16259,23589
754,10305,14189
755,11791,12871
756,6921,28673
757,6207,28538
758,1916,35110
759,19687,35262
760,13197,20001
761,7752,17341
762,5481,39542
763,2821,6253
764,5419,19136
765,8826,3107
766,10505,17983
767,3977,39969
768,1520,2788
769,16674,25332
770,1283,21738
771,9873,25097
772,22591,4603
773,9543,38216
774,13966,9543
775,11244,27613
776,14878,8536
777,3930,22328
778,11794,518
779,8221,16235
780,13307,38984
781,23593,33012
782,9980,27414
783,12282,24855
784,13098,18570
785,19003,39363
786,6229,5409
787,24960,13224
788,3285,24364
789,17121,24609
790,968,1030
791,2960,27863
792,16224,5288
793,24579,12733
794,962,24262
795,7290,16269
796,24754,7151
797,11942,15931
798,13425,5752
799,16248,13063
800,13317,38028
801,9283,19259
802,16720,29703
803,8833,2647
804,23933,23722
805,9494,26914
806,21246,2168
807,13168,25595
808,7355,39423
809,12226,12236
810,2148,23457
811,16142,9569
812,22827,4101
813,21555,30133
814,18129,3791
815,19132,25976
816,2602,13846
817,5258,27607
818,16195,23624
819,720,31791
820,13056,18227
821,11435,19905
822,11135,25863
823,24668,30373
824,6563,7515
825,19446,22737
826,6851,33496
827,9986,30512
828,13946,23945
829,1548,32811
830,14417,4804
831,4160,9232
832,13602,32621
833,19142,33070
834,6640,11774
835,15452,5457
836,20817,6354
837,10911,10981
838,10267,15968
839,4844,27969
840,13622,7395
841,25,3704
842,18539,38343
843,20965,34113
844,1274,23274
845,19794,39740
846,9201,9126
847,12822,24535
848,17959,18961
849,8310,7311
850,14890,36140
851,8994,27920
852,2793,12204
853,19690,36031
854,7974,8911
855,12980,11508
856,24277,7465
857,7082,3780
858,5076,430
859,1699,1422
860,10060,22167
861,17842,9737
862,4453,29964
863,17671,22077
864,19065,21032
865,4966,32157
866,22114,23847
867,2866,28250
868,21165,35169
869,14767,8220
870,11117,36817
871,358,35382
872,9476,38329
873,11419,17733
874,7526,11450
875,332,22550
876,10616,17357
877,8414,35155
878,12550,13400
879,23175,7261
880,4082,14492
881,14969,35300
882,8312,1000
883,6894,2152
884,8319,8109
885,24140,23451
886,20691,35451
887,6847,5831
888,21945,29523
889,826,25123
890,18162,25457
891,20157,30187
892,13104,33511
893,4663,15418
894,10623,34522
895,202,546
896,2349,33449
897,24326,13698
898,16717,38935
899,8714,32276
900,7105,25273
901,21362,9278
902,20356,39900
903,19124,35096
904,6298,37181
905,17090,13065
906,24533,16466
907,9659,34439
908,17367,33760
909,16449,17993
910,24581,4215
911,21599,13194
912,3914,14882
913,16642,12014
914,14812,19379
915,4374,39160
916,18310,2085
917,2981,23293
918,11358,33863
919,7086,22525
920,17015,17299
921,12107,3170
922,15371,2003
923,2492,13274
924,995,28846
925,4311,26904
926,175,25937
927,6780,33535
928,8830,23369
929,11035,33967
930,18849,3081
931,13031,24281
932,23634,38321
933,12660,1248
934,11674,25513
935,6775,28466
936,4423,11408
937,19955,30756
938,3400,30093
939,3872,26230
940,21116,3427
941,24279,20838
942,18317,34146
943,24078,20457
944,5881,10080
945,8199,26032
946,195,11071
947,13267,28893
948,19347,28184
949,17591,18415
950,17007,31600
951,2058,19977
952,2702,17395
953,19584,20211
954,19405,4856
955,4512,33532
956,5681,889
957,17955,28092
958,2539,19298
959,4532,28889
960,22085,179
961,14788,5528
962,19853,5891
963,5929,8223
964,6566,15813
965,16099,7485
966,3225,405
967,1145,30561
968,2247,21730
969,2469,1553
970,11543,28021
971,13514,1695
972,23809,17567
973,14459,27322
974,23589,876
975,223,27637
976,498,4524
977,9785,21096
978,17879,26916
979,24846,37533
980,12941,12624
981,18829,12996
982,19068,35344
983,4457,29416
984,13337,33372
985,2061,34710
986,6747,24788
987,17037,19065
988,19784,13525
989,13733,15295
990,20704,32231
991,19222,5854
992,7093,2733
993,2896,13066
994,20943,11124
995,7079,17419
996,5099,25452
997,24675,13086
998,22964,33933
999,11058,37444
1000,18337,34649
1001,11045,5785
1002,14442,8869
1003,11300,15845
1004,8921,7431
1005,11468,10600
1006,19210,35813
1007,19879,15793
1008,13901,23074
1009,20110,29956
1010,2794,15147
1011,22757,4453
1012,17615,14800
1013,9065,23837
1014,2558,454
1015,3090,27906
1016,4534,20948
1017,8537,23149
1018,20321,25533
1019,3842,3073
1020,16452,30276
1021,5386,23896
1022,6662,8437
1023,8855,13335
1024,1874,17788
1025,19254,2872
1026,14904,36461
1027,7693,19362
1028,18957,10984
1029,17017,21957
1030,6306,36101
1031,12636,3967
1032,16864,17370
1033,13080,26331
1034,20646,13264
1035,13499,18399
1036,17541,5742
1037,20322,18128
1038,12773,20877
1039,17656,14841
1040,14490,10825
1041,3474,19766
1042,5419,24626
1043,19056,30201
1044,8799,10918
1045,17392,30886
1046,23895,8761
1047,24126,6768
1048,18168,30069
1049,1001,519
1050,15069,26783
1051,3539,1460
1052,21580,22070
1053,1833,18476
1054,20105,4530
1055,4501,27383
1056,20117,23863
1057,17236,17874
1058,7350,9246
1059,24047,22630
1060,5247,9812
1061,2133,24675
1062,2158,36832
1063,3749,2158
1064,22069,21873
1065,1778,35577
1066,15214,21487
1067,10550,22986
1068,12929,22466
1069,5504,35628
1070,22343,39428
1071,21435,110
1072,9737,36499
1073,12066,14511
1074,5421,3312
1075,218,25876
1076,8507,25686
1077,685,8917
1078,8356,20699
1079,1458,5001
1080,9087,30168
1081,4263,1802
1082,19003,10725
1083,24980,22704
1084,216,13034
1085,22875,6518
1086,19249,1548
1087,13818,1414
1088,5530,10185
1089,23131,970
1090,24290,1163
1091,23207,7316
1092,21134,32174
1093,9601,5987
1094,603,39355
1095,3518,12456
1096,1060,19178
1097,9483,31704
1098,10309,20437
1099,11273,29007
1100,24001,18352
1101,1011,12079
1102,19852,29751
1103,15163,1229
1104,17255,29725
1105,13695,6178
1106,9759,17833
1107,6087,36346
1108,23183,3166
1109,6222,28904
1110,23108,29752
1111,17843,34837
1112,14018,477
1113,17593,1389
1114,568,22532
1115,9476,7145
1116,8740,9361
1117,7472,13364
1118,20966,28233
1119,15685,10443
1120,14787,19247
1121,12918,12052
1122,6788,4218
1123,7952,17543
1124,17553,12015
1125,7011,4417
1126,10328,19135
1127,9932,11959
1128,21980,13529
1129,8415,39115
1130,19624,6998
1131,9778,8295
1132,19300,20415
1133,2519,29351
1134,14777,19761
1135,16220,17450
1136,15374,26236
1137,1363,27836
1138,24812,7642
1139,2196,33015
1140,21710,27829
1141,13296,22021
1142,14973,20068
1143,10321,21510
1144,14660,24321
1145,19418,25121
1146,17146,3101
1147,8477,22403
1148,3850,13053
1149,7231,30886
1150,15376,37501
1151,17611,23105
1152,14275,16848
1153,20389,15538
1154,16085,34352
1155,5921,37811
1156,20791,32824
1157,8268,1928
1158,1903,34961
1159,10091,38890
1160,19241,25872
1161,10000,7451
1162,16855,27173
1163,6042,33211
1164,55,23491
1165,18082,15025
1166,7917,36924
1167,16768,31884
1168,6767,23720
1169,21129,3499
1170,14566,29106
1171,18043,38422
1172,24367,16322
1173,1063,1254
1174,24288,34155
1175,5515,22136
1176,23047,28879
1177,20421,28021
1178,1684,19602
1179,1214,524
1180,479,31582
1181,777,26209
1182,8346,18197
1183,11919,19477
1184,15862,13176
1185,16002,1718
1186,24428,6547
1187,9397,8993
1188,5419,6434
1189,9681,9851
1190,12818,38748
1191,17120,19243
1192,19738,37653
1193,22072,37510
1194,961,21860
1195,31,29394
1196,19524,2750
1197,6338,7698
1198,22723,28268
1199,9159,21208
1200,15021,13427
1201,15045,10560
1202,9006,27941
1203,4816,18576
1204,21363,3746
1205,22443,22531
1206,7135,744
1207,21422,2778
1208,10414,950
1209,21971,640
1210,19720,24343
1211,3221,2189
1212,11542,4215
1213,19562,11052
1214,17437,29159
1215,14063,5474
1216,10737,3548
1217,15080,20729
1218,6368,22745
1219,1002,8287
1220,17480,20448
1221,14278,32814
1222,22864,3658
1223,14962,5334
1224,21855,39237
1225,19772,22436
1226,23549,911
1227,16305,26983
1228,18649,9057
1229,4364,5564
1230,7102,30641
1231,15623,13625
1232,16521,36098
1233,12271,35289
1234,7316,28952
1235,4918,23388
1236,15620,3482
1237,20108,17937
1238,7388,10042
1239,5840,18474
1240,16123,9964
1241,5263,30038
1242,14504,23571
1243,19625,33649
1244,1783,12052
1245,3612,24028
1246,7260,33432
1247,14956,16472
1248,22998,9441
1249,14307,2154
1250,17997,17629
1251,22451,7592
1252,3931,31383
1253,22089,4033
1254,21550,38413
1255,12277,30205
1256,10377,13166
1257,18777,1000
1258,19435,19867
1259,17784,14885
1260,10578,36082
1261,9614,3270
1262,6612,10263
1263,219,37718
1264,5383,18841
1265,21539,37504
1266,12394,13255
1267,12251,27422
1268,10662,3341
1269,14770,32696
1270,4810,1765
1271,16125,34877
1272,420,15286
1273,11277,35309
1274,9980,33855
1275,2559,19202
1276,7180,9310
1277,20576,28285
1278,23133,1041
1279,23151,31481
1280,14323,8306
1281,20409,39116
1282,11196,37713
1283,21995,26036
1284,2346,15714
1285,24915,3370
1286,19675,28882
1287,9870,17393
1288,19842,32000
1289,16336,38296
1290,7920,9190
1291,2339,18002
1292,6416,4198
1293,23744,13373
1294,24442,10613
1295,9311,4069
1296,18798,14689
1297,555,26601
1298,1531,1450
1299,22044,34109
1300,2256,20428
1301,10989,25919
1302,23542,2230
1303,10705,1697
1304,24439,11291
1305,23933,35292
1306,16428,19146
1307,7505,22026
1308,17266,24859
1309,21499,13527
1310,12891,36600
1311,7463,13677
1312,7744,21136
1313,8662,713
1314,23405,37486
1315,19745,10569
1316,21717,32321
1317,2240,12749
1318,1792,27561
1319,11157,39345
1320,7814,13080
1321,11293,34910
1322,13844,15794
1323,20383,39623
1324,14950,26963
1325,15698,1794
1326,15229,3151
1327,13405,9946
1328,21176,6704
1329,23605,23743
1330,13237,2059
1331,10669,24733
1332,9330,15089
1333,1085,25371
1334,19636,25701
1335,3885,25769
1336,12233,36307
1337,23084,9414
1338,8669,7449
1339,6652,37088
1340,16658,17165
1341,20517,37631
1342,14931,27416
1343,15240,8497
1344,15600,36678
1345,11333,39776
1346,2460,14449
1347,3973,37312
1348,23960,37335
1349,23614,38870
1350,20641,38377
1351,5262,9408
1352,14406,2919
1353,13286,1562
1354,1667,24401
1355,15618,12167
1356,17812,6923
1357,24147,20715
1358,9499,34111
1359,227,23141
1360,2760,37813
1361,24270,37438
1362,1490,22770
1363,18056,7158
1364,17068,21376
1365,2907,8770
1366,7689,27172
1367,20443,12214
1368,23061,36564
1369,19773,1690
1370,6090,38737
1371,19662,30629
1372,11888,35365
1373,16800,28838
1374,9359,33585
1375,16390,15646
1376,13937,33869
1377,17939,11596
1378,6461,7453
1379,11032,31759
1380,23651,25218
1381,12303,38782
1382,11127,16603
1383,23510,7604
1384,20770,32830
1385,6830,21989
1386,21000,8277
1387,22758,37083
1388,12319,19258
1389,1510,32690
1390,15530,17772
1391,6564,2907
1392,18519,3005
1393,6443,16313
1394,8904,1106
1395,19623,5583
1396,4443,21162
1397,15740,17954
1398,24585,13815
1399,20093,31010
1400,9288,14579
1401,11996,11685
1402,1498,36011
1403,3339,27278
1404,10756,11394
1405,12185,9879
1406,16215,35282
1407,18104,4264
1408,20292,12383
1409,7919,35809
1410,3012,16618
1411,12934,21868
1412,7839,15157
1413,9344,17789
1414,16113,14278
1415,5094,13877
1416,6408,21082
1417,15884,11113
1418,14541,29056
1419,11491,8326
1420,9014,11913
1421,10864,11057
1422,5416,29712
1423,2086,39658
1424,3940,23964
1425,23942,13798
1426,6976,24373
1427,22960,26901
1428,17932,4198
1429,12416,7481
1430,18681,37041
1431,2250,22228
1432,14990,2014
1433,7649,5907
1434,5076,31545
1435,7139,31159
1436,19868,10416
1437,14917,19431
1438,6860,142
1439,19405,1255
1440,20091,12501
1441,20265,22668
1442,15054,24679
1443,8719,30036
1444,3411,31644
1445,14166,9950
1446,6070,33775
1447,7219,3876
1448,17356,37044
1449,16890,96
1450,2640,22428
1451,18491,28525
1452,13921,4291
1453,19284,20390
1454,15929,4333
1455,4672,20037
1456,17354,10133
1457,12223,36993
1458,5379,9549
1459,8241,20004
1460,11270,17584
1461,14258,34737
1462,15756,28156
1463,15378,26875
1464,5968,25789
1465,4484,32382
1466,10690,23210
1467,5186,11278
1468,19235,39297
1469,17322,16506
1470,10062,20148
1471,4300,28273
1472,24102,970
1473,5327,10484
1474,12466,29463
1475,16470,1672
1476,11022,9279
1477,22920,12225
1478,7248,37525
1479,7381,15773
1480,22726,36082
1481,13346,34754
1482,19000,7564
1483,5029,1795
1484,1973,37135
1485,2879,19108
1486,5092,33579
1487,13371,37884
1488,3838,1259
1489,11784,1183
1490,6518,30353
1491,6764,18323
1492,21283,33180
1493,8445,22435
1494,16331,36519
1495,4226,36758
1496,11711,22814
1497,22575,35830
1498,12585,8916
1499,20861,26714
1500,830,19427
1501,2169,19005
1502,873,38986
1503,14648,2582
1504,1951,23558
1505,13190,18253
1506,18513,30361
1507,4995,27205
1508,24784,9675
1509,10733,15300
1510,22786,33306
1511,14156,27927
1512,18795,35372
1513,20375,39730
1514,1733,33928
1515,23266,19815
1516,12424,8856
1517,2926,4336
1518,931,13429
1519,17538,38006
1520,24192,7454
1521,21022,20382
1522,18477,6061
1523,23910,21258
1524,127,33685
1525,20031,6207
1526,5274,31914
1527,4869,13283
1528,23123,26408
1529,7758,8538
1530,14142,11848
1531,12151,27354
1532,6416,28798
1533,20456,15106
1534,18926,29975
1535,1318,31393
1536,14311,15880
1537,13833,34103
1538,10358,11064
1539,24161,25306
1540,10202,17603
1541,10281,15356
1542,1736,27148
1543,21908,39326
1544,3487,30252
1545,24590,11872
1546,5944,7401
1547,10904,9763
1548,23885,2512
1549,19955,27230
1550,5612,4007
1551,4619,23292
1552,6035,30711
1553,3621,19082
1554,17952,25975
1555,3619,35826
1556,14561,14576
1557,22010,19641
1558,13862,7884
1559,10356,21840
1560,3617,38413
1561,5597,25183
1562,9639,36823
1563,14353,120
1564,13826,12099
1565,13330,20271
1566,3428,445
1567,17769,17279
1568,2561,14614
1569,2678,32124
1570,5168,11842
1571,6679,4766
1572,12840,4833
1573,22049,39414
1574,1851,5343
1575,5771,10248
1576,6498,25616
1577,16832,39416
1578,4251,26517
1579,12925,17043
1580,12138,26096
1581,23547,8193
1582,3047,34814
1583,14107,12920
1584,632,12351
1585,14139,5897
1586,893,7870
1587,15893,18636
1588,14452,38376
1589,5129,18758
1590,4258,15808
1591,24862,8137
1592,7346,35683
1593,2286,25537
1594,15231,11880
1595,4802,3264
1596,17985,18909
1597,21946,25792
1598,24634,25331
1599,22181,36504
1600,6910,9621
1601,18447,3774
1602,20526,20692
1603,4864,37809
1604,18700,34339
1605,6485,20600
1606,15641,3600
1607,5886,5702
1608,21368,37668
1609,5472,39933
1610,152,13452
1611,23133,19141
1612,18657,15819
1613,3107,7129
1614,20966,2565
1615,12176,2969
1616,7525,19706
1617,18145,31447
1618,23084,32923
1619,23831,12803
1620,3582,16490
1621,16827,3039
1622,9422,5849
1623,1249,34752
1624,24510,30825
1625,18640,25031
1626,12354,14052
1627,20871,10019
1628,11229,12188
1629,24659,13632
1630,9186,23402
1631,13637,9263
1632,14010,6661
1633,3199,29587
1634,19438,35595
1635,1326,23993
1636,19770,36787
1637,5344,29499
1638,23144,7331
1639,2282,4981
1640,17311,19959
1641,18653,22398
1642,8622,7632
1643,10361,23596
1644,9989,1315
1645,22290,18389
1646,23424,11935
1647,15530,31682
1648,3058,34272
1649,2813,31041
1650,18534,4394
1651,7382,35288
1652,3903,11379
1653,16288,20570
1654,13179,2169
1655,9936,1862
1656,14491,4859
1657,14303,13824
1658,5168,13238
1659,20679,19223
1660,16051,23945
1661,1834,26972
1662,15896,31023
1663,17310,32339
1664,24761,3624
1665,4079,6895
1666,20125,2740
1667,4694,741
1668,12021,35754
1669,10259,31783
1670,22840,19183
1671,16122,7193
1672,3235,12731
1673,17948,12045
1674,11327,37360
1675,18254,4475
1676,11493,37076
