id,artista_id,titulo,genero
586,5116,Song Title 00586,Indie
587,4504,Song Title 00587,R&B
588,20594,Song Title 00588,Indie
589,6760,Song Title 00589,Electronic
590,9642,Song Title 00590,Pop
591,21817,Song Title 00591,Pop
592,8898,Song Title 00592,Electronic
593,20084,Song Title 00593,Classical
594,13153,Song Title 00594,R&B
595,1633,Song Title 00595,Jazz
596,22083,Song Title 00596,R&B
597,9884,Song Title 00597,Jazz
598,4205,Song Title 00598,Rock
599,8341,Song Title 00599,Jazz
600,24554,Song Title 00600,Hip-Hop
601,16790,Song Title 00601,Classical
602,5670,Song Title 00602,Electronic
603,802,Song Title 00603,Electronic
604,2333,Song Title 00604,Classical
605,4834,Song Title 00605,Rock
606,8975,Song Title 00606,Indie
607,22542,Song Title 00607,Pop
608,22361,Song Title 00608,Metal
609,2250,Song Title 00609,Indie
610,14597,Song Title 00610,Metal
611,10384,Song Title 00611,Rock
612,9888,Song Title 00612,Indie
613,8318,Song Title 00613,Pop
614,7731,Song Title 00614,Hip-Hop
615,3818,Song Title 00615,Indie
616,9933,Song Title 00616,Hip-Hop
617,14951,Song Title 00617,Classical
618,24385,Song Title 00618,Rock
619,8645,Song Title 00619,Pop
620,8115,Song Title 00620,Jazz
621,3156,Song Title 00621,Jazz
622,6812,Song Title 00622,Jazz
623,9149,Song Title 00623,Electronic
624,9074,Song Title 00624,Metal
625,6689,Song Title 00625,R&B
626,6133,Song Title 00626,Classical
627,4025,Song Title 00627,Classical
628,19956,Song Title 00628,Hip-Hop
629,22529,Song Title 00629,R&B
630,14134,Song Title 00630,Jazz
631,3302,Song Title 00631,Hip-Hop
632,682,Song Title 00632,Hip-Hop
633,14268,Song Title 00633,R&B
634,3543,Song Title 00634,Rock
635,23548,Song Title 00635,Indie
636,14002,Song Title 00636,Indie
637,24167,Song Title 00637,Pop
638,618,Song Title 00638,Rock
639,23080,Song Title 00639,Hip-Hop
640,18022,Song Title 00640,R&B
641,10974,Song Title 00641,Pop
642,23627,Song Title 00642,Indie
643,23930,Song Title 00643,Pop
644,20279,Song Title 00644,Hip-Hop
645,11847,Song Title 00645,Rock
646,17775,Song Title 00646,Jazz
647,21775,Song Title 00647,Classical
648,15932,Song Title 00648,Pop
649,21621,Song Title 00649,Rock
650,21003,Song Title 00650,Hip-Hop
651,2998,Song Title 00651,Jazz
652,3859,Song Title 00652,Electronic
653,2335,Song Title 00653,Pop
654,3774,Song Title 00654,Hip-Hop
655,16041,Song Title 00655,Rock
656,18426,Song Title 00656,Rock
657,18647,Song Title 00657,Jazz
658,15294,Song Title 00658,Electronic
659,17902,Song Title 00659,Rock
660,15813,Song Title 00660,Hip-Hop
661,3739,Song Title 00661,R&B
662,19764,Song Title 00662,Indie
663,10667,Song Title 00663,Hip-Hop
664,384,Song Title 00664,Hip-Hop
665,14783,Song Title 00665,Electronic
666,19210,Song Title 00666,R&B
667,1933,Song Title 00667,Hip-Hop
668,5975,Song Title 00668,Metal
669,11809,Song Title 00669,Pop
670,14570,Song Title 00670,Electronic
671,19711,Song Title 00671,Pop
672,9293,Song Title 00672,Pop
673,14438,Song Title 00673,Electronic
674,18893,Song Title 00674,Pop
675,11746,Song Title 00675,Metal
676,8614,Song Title 00676,Rock
677,9827,Song Title 00677,Electronic
678,12397,Song Title 00678,Hip-Hop
679,24823,Song Title 00679,Rock
680,3084,Song Title 00680,Indie
681,859,Song Title 00681,Metal
682,5583,Song Title 00682,Electronic
683,13504,Song Title 00683,Pop
684,16005,Song Title 00684,Metal
685,19741,Song Title 00685,R&B
686,11997,Song Title 00686,Jazz
687,23493,Song Title 00687,Electronic
688,21289,Song Title 00688,Jazz
689,377,Song Title 00689,Hip-Hop
690,10119,Song Title 00690,Classical
691,16313,Song Title 00691,Pop
692,18838,Song Title 00692,Jazz
693,15226,Song Title 00693,Electronic
694,19610,Song Title 00694,Electronic
695,21468,Song Title 00695,Jazz
696,16036,Song Title 00696,Jazz
697,8153,Song Title 00697,Hip-Hop
698,2287,Song Title 00698,Rock
699,22863,Song Title 00699,Jazz
700,22612,Song Title 00700,Pop
701,20642,Song Title 00701,Classical
702,23642,Song Title 00702,Pop
703,665,Song Title 00703,R&B
704,4930,Song Title 00704,Pop
705,23316,Song Title 00705,Metal
706,4948,Song Title 00706,Electronic
707,2655,Song Title 00707,Indie
708,12733,Song Title 00708,Hip-Hop
709,1787,Song Title 00709,Jazz
710,18044,Song Title 00710,Hip-Hop
711,20522,Song Title 00711,Electronic
712,4929,Song Title 00712,Classical
713,14921,Song Title 00713,Electronic
714,6649,Song Title 00714,Jazz
715,14987,Song Title 00715,Jazz
716,12584,Song Title 00716,Electronic
717,1166,Song Title 00717,Jazz
718,11882,Song Title 00718,Electronic
719,15659,Song Title 00719,Pop
720,14415,Song Title 00720,Pop
721,1200,Song Title 00721,Classical
722,3469,Song Title 00722,Classical
723,9448,Song Title 00723,Metal
724,22622,Song Title 00724,Metal
725,17559,Song Title 00725,Rock
726,3983,Song Title 00726,Hip-Hop
727,11373,Song Title 00727,Indie
728,13178,Song Title 00728,Rock
729,13171,Song Title 00729,Pop
730,9896,Song Title 00730,Jazz
731,5002,Song Title 00731,R&B
732,10914,Song Title 00732,Pop
733,18785,Song Title 00733,Jazz
734,23346,Song Title 00734,Jazz
735,4642,Song Title 00735,Metal
736,16555,Song Title 00736,Indie
737,689,Song Title 00737,Electronic
738,12637,Song Title 00738,Metal
739,21639,Song Title 00739,Metal
740,21577,Song Title 00740,Pop
741,14685,Song Title 00741,Metal
742,17976,Song Title 00742,Pop
743,11629,Song Title 00743,Indie
744,2874,Song Title 00744,Indie
745,16919,Song Title 00745,Classical
746,16961,Song Title 00746,Electronic
747,22539,Song Title 00747,Classical
748,20716,Song Title 00748,Hip-Hop
749,2758,Song Title 00749,Jazz
750,11499,Song Title 00750,Rock
751,3908,Song Title 00751,Pop
752,17819,Song Title 00752,Pop
753,6281,Song Title 00753,Pop
754,10859,Song Title 00754,Indie
755,4304,Song Title 00755,Electronic
756,12412,Song Title 00756,Indie
757,20153,Song Title 00757,Hip-Hop
758,20066,Song Title 00758,Metal
759,400,Song Title 00759,Jazz
760,10049,Song Title 00760,Jazz
761,10011,Song Title 00761,Indie
762,210,Song Title 00762,Jazz
763,10429,Song Title 00763,Metal
764,11678,Song Title 00764,Indie
765,24136,Song Title 00765,R&B
766,6469,Song Title 00766,Hip-Hop
767,1797,Song Title 00767,Pop
768,438,Song Title 00768,Hip-Hop
769,17593,Song Title 00769,R&B
770,20420,Song Title 00770,Jazz
771,18975,Song Title 00771,Jazz
772,22361,Song Title 00772,Rock
773,8365,Song Title 00773,Rock
774,13684,Song Title 00774,Classical
775,1848,Song Title 00775,Indie
776,10990,Song Title 00776,Classical
777,1360,Song Title 00777,Jazz
778,24446,Song Title 00778,Indie
779,13903,Song Title 00779,Electronic
780,8378,Song Title 00780,R&B
781,17995,Song Title 00781,Pop
782,911,Song Title 00782,Rock
783,19936,Song Title 00783,Jazz
784,20249,Song Title 00784,Hip-Hop
785,20499,Song Title 00785,Hip-Hop
786,345,Song Title 00786,Classical
787,17165,Song Title 00787,R&B
788,10621,Song Title 00788,Jazz
789,13682,Song Title 00789,Rock
790,1537,Song Title 00790,Jazz
791,6537,Song Title 00791,Rock
