id,user,post
551,10211,19831
552,9687,11855
553,13678,10013
554,4423,14935
555,16892,16831
556,14770,5410
557,13419,18439
558,206,3334
559,16972,4093
560,13184,12325
561,10146,9434
562,7104,6846
563,17483,17925
564,6010,11151
565,6447,8542
566,19114,936
567,2907,19403
568,13877,6070
569,10503,18600
570,11229,14172
571,5674,16996
572,17615,12802
573,14691,1726
574,16293,5117
575,2095,17216
576,18217,839
577,17071,2361
578,11907,7420
579,14615,1420
580,7090,15083
581,13847,14295
582,105,13922
583,12081,3904
584,4601,17205
585,11277,18285
586,12650,9475
587,908,9436
588,847,6197
589,19906,1778
590,11898,262
591,10063,14866
592,15202,4707
593,8778,9580
594,10145,16128
595,10327,10698
596,736,8324
597,3777,3385
598,17343,6610
599,6426,7805
600,7451,12920
601,14804,411
602,17168,12609
603,4734,2227
604,8009,17079
605,19820,6928
606,6147,9930
607,215,1517
608,9141,15904
609,7467,12045
610,3138,3252
611,15409,12601
612,7968,4037
613,78,9405
614,11864,16323
615,14555,4630
616,8642,7005
617,8662,14855
618,3714,12429
619,11796,16074
620,7608,17014
621,5051,42
622,2450,8305
623,2162,14865
624,17176,17559
625,9732,12661
626,9028,10726
627,12788,17525
628,3602,2974
629,14359,9865
630,6193,15036
631,9094,8833
632,10177,13687
633,1346,17719
634,14576,17675
635,19989,15176
636,11616,15644
637,10497,8300
638,12589,11109
639,16245,1807
640,2691,1269
641,3809,18493
642,14240,18844
643,5856,14122
644,2623,16293
645,11094,8516
646,3385,8786
647,16591,10455
648,15819,14265
649,5641,15412
650,8693,9661
651,9097,2557
652,12235,14544
653,7684,6968
654,4445,3670
655,8874,323
656,4998,7025
657,8294,14106
658,3825,8358
659,12805,14038
660,10763,15391
661,6722,1007
662,9025,9009
663,1794,8734
664,16354,3740
665,17276,16131
666,7828,2604
667,12555,9256
668,11908,3105
669,9958,7088
670,3822,11386
671,18096,5409
672,17303,18638
673,1941,5519
674,15788,17917
675,5115,9891
676,15767,19868
677,7782,15987
678,7717,6516
679,11002,16948
680,16952,10418
681,7475,10553
682,12470,14188
683,3227,17976
684,10931,19533
685,3776,14341
686,7146,15875
687,844,17555
688,5180,15196
689,4203,8405
690,15850,18158
691,959,1869
692,14549,12568
693,19469,16500
694,17910,18987
695,6501,2222
696,17610,14342
697,9174,11532
698,1766,13466
699,799,14559
700,11248,1936
701,681,18476
702,19734,5044
703,11619,19712
704,18459,10708
705,2124,5876
706,14369,3380
707,9664,706
708,17440,2144
709,5451,10070
710,5705,11714
711,11571,226
712,13845,15023
713,9170,10230
714,13095,19134
715,8789,16706
716,4670,4040
717,17607,15053
718,3970,1359
719,151,306
720,4331,1758
721,19155,9949
722,19489,19870
723,8277,4511
724,12094,11915
725,6883,16897
726,1471,4491
727,9931,9564
728,3048,8645
729,2171,8438
730,1578,11818
731,14358,7276
732,17612,633
733,18793,6868
734,9652,11049
735,5193,5052
736,7647,9682
737,9919,15361
738,14944,8067
739,11047,10169
740,12130,3827
741,18881,933
742,3748,17063
743,9553,2087
744,19646,14931
745,18777,7768
746,18721,19743
747,4115,12140
748,6202,11916
749,17147,5920
750,2203,11954
751,2884,9278
752,273,5603
753,16130,10717
754,7940,18815
755,2502,15534
756,14792,13649
757,19659,10418
758,2398,8919
759,15898,4044
760,4019,9946
761,3042,17056
762,11586,7496
763,9853,11040
764,12787,8846
765,5186,17063
766,9237,19931
767,16375,15397
768,875,2962
769,14236,14515
770,18173,2937
771,9694,18975
772,319,3759
773,7655,3251
774,6300,9761
775,13292,15137
776,5588,6526
777,848,8398
778,676,16692
779,7047,19530
780,18637,10960
781,8551,228
782,2103,14520
783,14682,10628
784,12037,10520
785,10730,11304
786,11230,9347
787,7445,11328
788,3747,16817
789,4698,12322
790,12687,16736
791,16770,17032
792,14044,7494
793,15878,11538
794,5723,18956
795,16405,16332
796,18815,3062
797,9004,15360
798,15640,16370
799,1160,4429
800,8449,10932
801,13571,18016
802,8472,8823
803,4442,11272
804,5130,15190
805,10579,17989
806,16197,13608
807,9038,19705
808,18186,949
809,13183,2841
810,3856,13143
811,18056,2555
812,15457,7845
813,8489,1088
814,4632,17184
815,14691,16336
816,6253,16884
817,7887,16137
818,11845,13941
819,7577,9163
820,7958,10268
821,4631,3949
822,15339,6429
823,2184,15540
824,17423,18215
825,17465,15603
826,1476,18934
827,7690,12397
828,249,4274
829,5425,755
830,15737,2773
831,17528,6476
832,2438,16514
833,17937,6760
834,617,4528
835,1454,14905
836,8093,4179
837,15456,16643
838,11849,8946
839,16536,3974
840,10624,3219
841,1726,4076
842,18667,19958
843,6072,1363
844,2114,10840
845,6248,15457
846,6384,11717
847,14517,5079
848,13895,989
849,3849,19057
850,5495,14334
851,2786,19240
852,19341,7631
853,619,1227
854,5174,12778
855,2619,7107
856,16280,2476
857,15176,652
858,7534,16704
859,5527,9191
860,4410,16518
861,8884,10898
862,2044,10546
863,13024,19128
864,12956,17044
865,6739,10507
866,14796,18679
867,16281,4740
868,11230,12295
869,10968,4260
870,7372,13504
871,17211,3964
872,11418,1696
873,9530,6493
874,16768,2493
875,15457,13359
876,7108,4918
877,7286,2558
878,4760,5548
879,11634,9570
880,458,6599
881,6818,3166
882,18023,208
883,19693,6990
884,9799,262
885,16142,8046
886,3875,17989
887,10821,17210
888,13922,11899
889,12453,19290
890,2544,9694
891,14442,10650
892,18419,12281
893,2691,16839
894,17564,14404
895,11819,3437
896,19554,10443
897,8157,479
898,8174,4486
899,19739,2082
900,14920,11233
901,13463,10411
902,6093,15537
903,19833,756
904,12103,15401
905,13382,19411
906,8035,5274
907,9010,7249
908,12243,5369
909,19406,19939
910,17188,771
911,4277,16681
912,19721,19278
913,18429,12645
914,3450,19430
915,14110,17174
916,3692,11159
917,8240,13617
918,16147,7149
919,15858,14709
920,17537,107
921,14575,12610
922,4248,10214
923,10936,16695
924,15902,9827
925,14563,2592
926,17130,18691
927,6270,11811
928,1337,9128
929,10809,15272
930,3156,15535
931,1285,8023
932,5845,4094
933,8161,8103
934,4603,18771
935,7223,8865
936,12946,14004
937,18147,6345
938,2712,11121
939,10840,2748
940,18659,19363
941,10588,18182
942,18591,5288
943,4657,16270
944,12810,4897
945,19758,6563
946,8441,4881
947,10575,1673
948,19452,11436
949,18791,11825
950,14206,9590
951,14445,8570
952,2827,7414
953,14341,5957
954,13734,10979
955,2856,5962
956,91,4206
957,15834,17006
958,9991,10503
959,3093,13442
960,5451,2580
961,8584,5772
962,6213,5406
963,9894,18901
964,2922,1396
965,15710,1030
966,12448,13097
967,8715,13550
968,13457,16191
969,17437,13537
970,1831,358
971,15479,5171
972,19873,13009
973,17231,7961
974,4308,1163
975,10110,15789
976,8684,19069
977,15039,16743
978,9366,11458
979,19074,2867
980,14882,6080
981,6182,12205
982,9170,430
983,13729,12399
984,19802,7590
985,19304,18790
986,6645,13526
987,17920,15077
988,1886,19297
989,18489,2326
990,12450,19077
991,384,12764
992,8822,1471
993,2448,14796
994,13674,12001
995,23,5081
996,1278,14645
997,2797,5382
998,5907,17587
999,17843,16678
1000,4682,9748
1001,847,19748
1002,19794,6444
1003,937,5322
1004,14502,928
1005,15470,9490
1006,7964,6897
1007,7171,9483
1008,15462,2001
1009,14404,17152
1010,9030,6273
1011,5585,16460
1012,12499,13268
1013,14237,1316
1014,11587,10164
1015,12979,2175
1016,12817,9173
1017,7623,9739
1018,18958,3471
1019,16596,14634
1020,7574,8459
1021,486,5572
1022,607,15585
1023,10395,1191
1024,1320,7647
1025,6694,3884
1026,5514,18067
1027,8510,13016
1028,14104,596
1029,5416,19831
1030,15936,6062
1031,1977,6940
1032,12518,13924
1033,19615,19307
1034,12800,3864
1035,5953,14717
1036,6218,18089
1037,10032,8847
1038,19582,16079
1039,4668,5405
1040,7383,17880
1041,1469,8137
1042,11921,13888
1043,14252,15429
1044,15658,17507
1045,105,18303
1046,17944,3956
1047,6092,4121
1048,4616,10948
1049,16599,17551
1050,1030,15921
1051,12358,11162
1052,12554,17208
1053,4357,10541
1054,17895,3293
1055,8266,8420
1056,17610,15411
1057,7154,4455
1058,9749,6899
1059,13797,18616
1060,5789,981
1061,15939,13612
1062,17454,8328
1063,9592,310
1064,18041,13072
1065,18133,18303
1066,3044,19919
1067,9764,15158
1068,16489,19049
1069,11851,9028
1070,7488,19558
1071,4743,1001
1072,13877,4075
1073,15751,8947
1074,13903,7261
1075,17753,141
1076,19935,7729
1077,5313,15683
1078,2329,353
1079,12386,14786
1080,9202,5976
1081,2800,940
1082,19241,1918
1083,4543,12493
1084,19391,3890
1085,7845,7380
1086,9632,4045
1087,13927,8814
1088,17027,9338
1089,6635,10036
1090,10528,19258
1091,6726,1310
1092,8385,6595
1093,6356,10163
1094,15242,15050
1095,1405,8870
1096,11043,2531
1097,348,16554
1098,8493,1345
1099,13200,9946
1100,12418,9012
1101,4381,10471
1102,9407,7246
1103,2623,3760
1104,5197,5393
1105,11869,3203
1106,14358,8312
1107,7880,19144
1108,6624,2909
1109,4485,6240
1110,15812,5879
1111,10607,18720
1112,7026,6692
1113,5573,3446
1114,19119,15750
1115,13375,13737
1116,5513,10809
1117,8508,8159
1118,9883,2692
1119,17855,9659
1120,3987,7559
1121,4135,1
1122,12842,16800
1123,12630,10708
1124,2612,15126
1125,6885,7353
1126,19262,11746
1127,18464,2702
1128,8140,7976
1129,8680,10288
1130,9968,19580
1131,4367,6147
1132,8978,1011
1133,19658,3357
1134,3735,4
1135,17899,10077
1136,14348,19981
1137,7299,889
1138,13477,18965
1139,12098,15667
1140,4510,8901
1141,7735,13558
1142,15380,17444
1143,7087,11778
1144,6004,1999
1145,56,19781
1146,6157,12441
1147,7974,7479
1148,15315,10938
1149,13199,7648
1150,11800,17614
1151,15536,13526
1152,18266,13449
1153,1610,1268
1154,7683,2831
1155,14569,8698
1156,6059,17247
1157,6397,6693
1158,6144,9039
1159,11768,11824
1160,17525,9637
1161,17458,18126
1162,10986,3150
1163,8008,6659
1164,9931,10092
1165,984,1827
1166,9419,16249
1167,18364,10291
1168,5569,5148
1169,3325,13786
1170,17259,19247
1171,16606,11343
1172,12804,4546
1173,13416,17865
1174,9802,17657
1175,16229,3959
1176,15116,4976
1177,3847,9946
1178,10358,18242
1179,19897,10664
1180,16480,7717
1181,9096,16277
1182,1778,7260
1183,5713,18787
1184,16922,17960
1185,16364,3720
1186,2793,5581
1187,16130,6393
1188,19121,19404
1189,2861,12767
1190,763,7185
1191,1478,17041
1192,19515,15037
1193,3553,10900
1194,2636,3906
1195,11807,1747
1196,18573,7079
1197,18982,7835
1198,8791,706
1199,5155,19121
1200,6854,17554
1201,15285,15379
1202,1430,12191
1203,17624,10911
1204,18347,14503
1205,14411,9046
1206,11884,19612
1207,2576,6929
1208,291,5149
1209,3894,9308
1210,16259,7738
1211,8674,5278
1212,7963,10552
1213,16848,12080
1214,6410,16003
1215,5645,5981
1216,117,19878
1217,19733,8096
1218,1048,9865
1219,8822,6445
1220,6584,16269
1221,6961,8023
1222,7279,1960
1223,3371,5298
1224,13375,556
1225,10947,15171
1226,10458,14530
1227,8729,4673
1228,6003,240
1229,6138,3407
1230,18139,13063
1231,7406,4066
1232,5359,15887
1233,15886,6620
1234,5563,10362
1235,15617,17519
1236,9621,3124
1237,14554,2114
1238,1784,13855
1239,11848,8073
1240,6987,17165
1241,10640,18048
1242,7448,18814
1243,1136,13777
1244,11535,2645
1245,8554,2161
1246,9554,11845
1247,10132,6015
1248,8810,12944
1249,3108,4770
1250,10582,6416
1251,9995,11604
1252,3069,439
1253,14907,12162
1254,9045,11877
1255,4658,17454
1256,7979,10469
1257,337,11640
1258,15137,2202
1259,10182,909
1260,18475,13825
1261,17331,9901
1262,17284,2224
1263,9388,3654
1264,15376,10345
1265,12656,3291
1266,10763,7008
1267,10426,5001
1268,7356,5856
1269,19475,18654
1270,19776,14448
1271,17429,17465
1272,6141,19088
1273,17025,7466
1274,4374,2018
1275,15149,16216
1276,10435,14331
1277,18464,7031
1278,12819,14778
1279,941,11293
1280,8297,15310
1281,198,19098
1282,10302,4314
1283,9908,18405
1284,16167,15960
1285,11724,7977
1286,3928,18917
1287,7337,9224
1288,1433,14515
1289,17209,4702
1290,19010,19369
1291,11605,1503
1292,7275,16837
1293,1387,2849
1294,3512,7200
1295,1554,3975
1296,8612,1735
1297,14357,7874
1298,12851,12492
1299,4339,1982
1300,18271,10157
1301,9941,6895
1302,6549,13829
1303,3530,8758
1304,6462,12650
1305,18694,11318
1306,3734,12992
1307,15342,19114
1308,14935,13737
1309,6654,3930
1310,13634,4434
1311,10115,6657
1312,7107,5022
1313,17465,4475
1314,19032,4367
1315,14911,5980
1316,18521,4816
1317,4700,16829
1318,14771,9284
1319,19334,6345
1320,17200,14318
1321,18696,12003
1322,9113,642
1323,10679,128
1324,15597,1510
1325,5633,5012
1326,1245,7776
1327,4082,5152
1328,2053,313
1329,17407,9389
1330,8785,13631
1331,3054,7090
1332,13343,2652
1333,8660,9267
1334,8011,10714
1335,1384,16175
1336,9598,4523
1337,18042,8520
1338,9058,18845
1339,1121,5253
1340,3546,11190
1341,7402,471
1342,11424,7158
1343,6999,4364
1344,1221,2127
1345,8237,5194
1346,18776,18349
1347,16331,92
1348,5498,17887
1349,7634,12531
1350,6691,6733
1351,15092,17499
1352,13481,5499
1353,10023,171
1354,13207,5163
1355,648,7068
1356,9487,2226
1357,1549,17219
1358,3771,9548
1359,5829,658
1360,13230,9233
1361,4160,19923
1362,946,8356
1363,2290,8397
1364,3952,19747
1365,18349,11635
1366,16299,7533
1367,60,5917
1368,11510,6494
1369,18294,12317
1370,11621,4310
1371,14330,8166
1372,10112,14725
1373,19133,6714
1374,14663,19259
1375,16457,19831
1376,16008,15549
1377,5384,1163
1378,8757,17664
1379,17420,11658
1380,3806,15109
1381,5622,17444
1382,18060,15753
1383,5730,2742
1384,7223,16325
1385,8184,3748
1386,18293,2600
1387,4270,3769
1388,14574,17012
1389,15386,17435
1390,3459,7332
1391,17577,11887
1392,14396,2922
1393,4890,8825
1394,9459,9734
1395,11103,14185
1396,14899,11315
1397,8858,1719
1398,12314,17084
1399,7109,13796
1400,3978,16019
1401,17230,18542
1402,10934,11371
1403,6620,17156
1404,15459,4223
1405,549,127
1406,8684,2727
1407,9684,14949
1408,2480,14327
1409,6619,14511
1410,4624,19041
1411,15868,13021
1412,9003,7822
1413,11191,6145
1414,7158,7513
1415,17461,12906
1416,17178,1868
1417,14683,14544
1418,17499,317
1419,19256,10051
1420,3960,10312
1421,19749,9934
1422,12470,9628
1423,14507,833
1424,17033,6129
1425,6653,8620
1426,10876,9726
1427,10023,11193
1428,14444,3549
1429,17467,1896
1430,11843,12402
1431,4894,13787
1432,9532,892
1433,10071,2811
1434,16983,1760
1435,9654,15062
1436,19984,8271
1437,7822,15161
1438,12986,16279
1439,7171,3625
1440,18385,726
1441,16705,8201
1442,7373,17262
1443,8235,752
1444,10086,5193
1445,9583,3449
1446,13935,18045
1447,66,6660
1448,4933,6991
1449,15799,17034
1450,4759,5132
1451,18300,19553
1452,14391,10060
1453,90,13470
1454,19152,16134
1455,6851,3690
1456,18354,18322
1457,17293,17010
1458,410,19370
1459,3979,12441
1460,7571,14297
1461,2986,17532
1462,11711,15536
1463,2201,15583
1464,19122,407
1465,3405,14913
1466,16496,12003
1467,11510,7354
1468,10546,6650
1469,11677,10220
1470,5287,2997
1471,13114,17652
1472,2636,19560
1473,13283,5519
1474,11021,1684
1475,9855,9772
1476,12481,13311
1477,16143,3328
1478,8650,5606
1479,13369,18501
1480,5,8370
1481,4006,660
1482,6088,803
1483,19568,8621
1484,7039,11281
1485,5884,12942
1486,12497,2270
1487,19450,5680
1488,5569,3180
1489,16369,7135
1490,11949,18574
1491,14213,16367
1492,3250,13882
1493,662,4920
1494,14936,16080
1495,18383,615
1496,17787,3044
1497,13079,1932
1498,8507,6623
1499,9844,3229
1500,19481,11210
1501,12107,18600
1502,1881,16151
1503,10137,18612
1504,11060,14723
1505,2603,4122
1506,9322,17556
1507,5157,547
1508,10510,14201
1509,10867,12801
1510,1636,9152
1511,6964,11863
1512,11757,15233
1513,16529,11848
1514,4004,2793
1515,11367,18532
1516,13738,18979
1517,19741,13097
1518,4352,3359
1519,5336,4210
1520,3611,4513
1521,2865,10530
1522,13179,6447
1523,19278,6682
1524,12830,4140
1525,11558,19964
1526,6714,531
1527,9845,15520
1528,10815,9446
1529,8717,3393
1530,7901,2399
1531,9458,7292
1532,16513,17412
1533,14238,7809
1534,9081,4663
1535,1203,13732
1536,1809,4695
1537,8373,14298
1538,6889,17438
1539,17424,4886
1540,12497,18643
1541,11990,8041
1542,3339,299
1543,17755,17567
1544,3549,14461
1545,12617,10744
1546,2148,19605
1547,11968,302
1548,14000,1960
1549,3947,15030
1550,19699,5187
1551,9047,7649
1552,17722,15744
1553,2358,9314
1554,8596,13249
1555,19559,4440
1556,853,14466
1557,15972,9589
1558,12413,19381
1559,11668,5720
1560,18303,4335
1561,13331,993
1562,15215,6522
1563,11147,1255
1564,8186,2601
1565,14946,14704
1566,18063,13476
1567,1431,4132
1568,12297,4232
1569,18461,16776
1570,9272,11796
1571,16666,4582
1572,13556,16186
1573,4635,12111
1574,16953,4252
1575,15996,18765
1576,3205,1615
1577,7947,8344
1578,14999,14082
1579,16889,719
1580,2107,13841
1581,3995,14290
1582,3174,7904
1583,12553,16478
1584,14189,15496
1585,2368,2546
1586,19288,7232
1587,8700,15249
1588,8205,6807
1589,10703,6721
1590,2241,17477
1591,9414,6045
1592,2138,18639
1593,18507,17474
1594,13647,2158
1595,8266,6891
1596,17953,3894
1597,17907,15260
1598,12461,17107
1599,2423,9359
1600,17580,7556
1601,12371,4515
1602,6330,17053
1603,6463,4108
1604,14586,7026
1605,3514,16753
1606,19694,15616
1607,16521,10746
1608,13268,5699
1609,1856,5259
1610,16741,10989
1611,11239,15960
1612,7801,9309
1613,12370,12668
1614,6381,15783
1615,1099,8552
1616,11283,1313
1617,244,19174
1618,18959,14629
1619,2022,19316
1620,1740,17760
1621,17792,16628
1622,19441,14588
1623,17552,4593
1624,7246,3740
1625,3404,5948
1626,16063,9098
1627,18326,7140
1628,12173,8571
1629,12860,19612
1630,9408,18546
1631,3261,16875
1632,12483,4116
1633,1108,5294
1634,12561,1965
1635,3559,15915
1636,12934,13258
1637,17186,6967
1638,18245,8831
1639,3209,19453
1640,19329,9052
1641,8361,9927
1642,15768,3018
1643,9630,16710
1644,6201,15596
1645,18178,4999
1646,2332,9393
1647,6351,2415
1648,6881,10645
1649,15282,1768
1650,3833,6422
1651,374,2638
1652,10656,2005
1653,1232,16295
1654,2478,3355
1655,1914,3886
1656,6127,14520
1657,14586,815
1658,17671,3548
1659,18928,3462
1660,7723,14022
1661,6404,14164
1662,14804,10336
1663,2176,254
1664,2259,4256
1665,6269,19833
1666,10184,10648
1667,8867,15536
1668,10133,226
1669,13116,19923
1670,10554,1630
1671,2969,13520
1672,5130,7263
1673,6543,17076
1674,16116,14244
1675,17423,15424
1676,13223,15729
1677,8535,975
1678,3235,17127
1679,12952,23
1680,5757,7075
1681,3863,643
1682,10905,11179
1683,7716,16259
1684,674,17189
1685,292,16724
1686,18261,2699
