id,nombre_artistico,genero_principal
326,monica57_art,Pop
327,grobinson_art,Pop
331,rdavis_art,Jazz
339,hallmelinda_art,Jazz
340,beardgabriel_art,Electronic
341,elee_art,Hip-Hop
342,bensonclifford_art,Electronic
345,grace85_art,Rock
347,watsonmark_art,Rock
348,kimberlyhall_art,Jazz
350,shelly00_art,Hip-Hop
352,srobertson_art,Pop
354,wgarner_art,Hip-Hop
355,crystaljones_art,Pop
356,charleslogan_art,Electronic
357,amorales_art,Pop
361,jenniferrodriguez_art,Jazz
363,hannah74_art,Hip-Hop
365,palmerelizabeth_art,Pop
366,james78_art,Electronic
367,dominiccohen_art,Pop
368,joseph67_art,Electronic
372,markjohnson_art,Pop
374,robertbrooks_art,Rock
375,sampsonalyssa_art,Jazz
379,jonathanward_art,Hip-Hop
382,johnnylee_art,Jazz
384,belljeremy_art,Hip-Hop
387,kim89_art,Pop
388,angela84_art,Jazz
391,martintheresa_art,Rock
398,georgelopez_art,Pop
399,lisa03_art,Rock
401,perezjoseph_art,Pop
403,steven23_art,Electronic
404,samuelpatel_art,Hip-Hop
410,moonrodney_art,Hip-Hop
414,haysmelinda_art,Rock
415,michaelhughes_art,Rock
418,campbellsheila_art,Rock
422,crawforddiane_art,Electronic
423,kennethmorse_art,Pop
424,brownkatelyn_art,Jazz
426,jjohnson_art,Rock
427,lloydtanya_art,Rock
428,singhamy_art,Electronic
429,frank16_art,Jazz
430,anthony38_art,Hip-Hop
431,ballardanna_art,Rock
435,rsosa_art,Hip-Hop
436,sanchezjaime_art,Rock
440,clarkamy_art,Pop
442,millerjoel_art,Rock
444,fletcherbradley_art,Rock
448,jenniferluna_art,Rock
450,joseph93_art,Electronic
451,cunninghambeth_art,Electronic
453,williamhiggins_art,Rock
455,rrobinson_art,Electronic
456,taylorangela_art,Electronic
458,virginia78_art,Jazz
459,rachelpowers_art,Rock
460,glopez_art,Electronic
461,hernandezchristina_art,Hip-Hop
462,oruiz_art,Hip-Hop
463,operez_art,Jazz
464,juliajones_art,Pop
465,alejandraneal_art,Hip-Hop
466,jerryhouse_art,Jazz
468,vickie11_art,Electronic
471,shannonjeffrey_art,Pop
475,andersonelizabeth_art,Pop
476,patricksmith_art,Pop
481,jacqueline30_art,Hip-Hop
483,robertsjavier_art,Pop
485,slamb_art,Rock
486,omurphy_art,Electronic
487,fsmith_art,Electronic
488,bevans_art,Pop
494,nathanjames_art,Pop
496,jamesfox_art,Pop
498,conniechavez_art,Electronic
500,jbaker_art,Pop
503,efrost_art,Pop
504,amandareyes_art,Electronic
505,clarkcraig_art,Jazz
509,kadams_art,Electronic
510,markmaxwell_art,Jazz
512,taylorstevens_art,Hip-Hop
513,sheenamartinez_art,Hip-Hop
515,parsonswilliam_art,Jazz
516,uhanson_art,Electronic
517,etaylor_art,Rock
519,erik08_art,Electronic
521,ssmith_art,Electronic
523,briannahall_art,Jazz
526,julielevine_art,Rock
527,richard31_art,Rock
529,mariathompson_art,Hip-Hop
531,linda25_art,Rock
533,michele84_art,Jazz
534,cweiss_art,Jazz
535,cookjames_art,Rock
536,billy56_art,Rock
539,martingreen_art,Electronic
541,christopher66_art,Jazz
544,tmorton_art,Pop
546,nathanreynolds_art,Electronic
547,lukeaguilar_art,Jazz
548,perezbrian_art,Jazz
549,nathan33_art,Hip-Hop
550,erika36_art,Electronic
553,robert84_art,Jazz
554,nataliebenitez_art,Electronic
555,zacharyhall_art,Jazz
556,jonathanrhodes_art,Jazz
559,emilyrobinson_art,Pop
560,gardnerteresa_art,Hip-Hop
562,brianalvarez_art,Electronic
574,hernandezmichelle_art,Jazz
575,morganmunoz_art,Electronic
580,kathleendominguez_art,Electronic
581,travis06_art,Rock
583,wdaniels_art,Electronic
584,hernandezjustin_art,Rock
586,shawndoyle_art,Electronic
588,christinecox_art,Electronic
590,robert30_art,Rock
591,haileygarcia_art,Hip-Hop
593,erandall_art,Electronic
594,andrewhaas_art,Jazz
595,pattonderek_art,Hip-Hop
596,tracy85_art,Pop
597,stephanieferguson_art,Electronic
599,chloe63_art,Pop
601,urivera_art,Hip-Hop
602,meredith03_art,Jazz
607,bradley94_art,Electronic
608,iedwards_art,Rock
610,nicholas99_art,Pop
615,schmidtelizabeth_art,Rock
616,rosethomas_art,Hip-Hop
618,holly66_art,Electronic
619,xolson_art,Electronic
623,qdonovan_art,Pop
624,zsmith_art,Pop
625,andrew43_art,Jazz
628,hodgemichael_art,Hip-Hop
630,hooverjennifer_art,Pop
631,oburton_art,Rock
632,johncruz_art,Rock
635,ricky70_art,Electronic
637,okim_art,Hip-Hop
639,peter93_art,Jazz
640,matajesse_art,Jazz
642,swallace_art,Jazz
643,jennifer03_art,Pop
644,robertsdebra_art,Hip-Hop
645,scott81_art,Hip-Hop
646,rachelallen_art,Rock
655,georgeray_art,Jazz
656,ebailey_art,Rock
657,jacobthomas_art,Pop
658,gibsonlarry_art,Electronic
663,oskinner_art,Jazz
665,morsemichael_art,Rock
666,rogercompton_art,Hip-Hop
670,james48_art,Rock
674,brownlisa_art,Pop
680,joserivas_art,Jazz
681,lanelinda_art,Electronic
683,nataliedavis_art,Pop
684,tlewis_art,Hip-Hop
685,vreyes_art,Pop
687,jdavis_art,Rock
689,morenokathleen_art,Pop
691,karen75_art,Jazz
694,julie99_art,Rock
696,stephaniepatel_art,Rock
697,goodwinmark_art,Jazz
698,loganhale_art,Rock
700,linda66_art,Rock
702,benjamincook_art,Electronic
705,efloyd_art,Hip-Hop
708,tylergreen_art,Pop
714,awalker_art,Electronic
715,geoffreylowe_art,Hip-Hop
720,daysydney_art,Electronic
722,carrillojane_art,Electronic
723,thart_art,Pop
725,andreabanks_art,Rock
727,karen86_art,Pop
730,christina70_art,Hip-Hop
733,buckleymadison_art,Jazz
735,heatherkim_art,Pop
736,shernandez_art,Pop
737,mistyhoward_art,Hip-Hop
738,lewismichael_art,Rock
740,abigail37_art,Jazz
741,laramichael_art,Jazz
743,medinajoseph_art,Jazz
744,avilaroy_art,Jazz
745,anna28_art,Electronic
747,timothycollins_art,Hip-Hop
749,morenodavid_art,Hip-Hop
750,dunlapalvin_art,Rock
751,donald39_art,Jazz
752,russelllong_art,Rock
756,codykim_art,Electronic
757,johnsonpamela_art,Jazz
760,davidnelson_art,Hip-Hop
763,howelltracy_art,Jazz
766,gdavis_art,Pop
768,camachotami_art,Rock
771,kevingraham_art,Electronic
772,kmcguire_art,Rock
773,kennedydonald_art,Jazz
774,carlos98_art,Jazz
777,sandrajones_art,Jazz
778,bburns_art,Electronic
781,carlanunez_art,Hip-Hop
782,pturner_art,Electronic
783,eric18_art,Jazz
785,monicaphelps_art,Rock
787,deborahlester_art,Jazz
788,alison43_art,Hip-Hop
790,danielbrittany_art,Pop
791,paulcarr_art,Rock
792,cardenaschristina_art,Hip-Hop
795,christinawright_art,Electronic
796,roy82_art,Pop
797,alanschmidt_art,Rock
799,qmorris_art,Rock
800,douglas54_art,Rock
802,lpittman_art,Hip-Hop
804,ryan31_art,Jazz
805,nnewman_art,Jazz
808,soniaprice_art,Hip-Hop
809,sandrabrewer_art,Hip-Hop
813,dclarke_art,Jazz
814,kevin33_art,Jazz
815,estephens_art,Rock
816,tneal_art,Hip-Hop
817,ymarshall_art,Electronic
819,raymond06_art,Pop
820,weststephen_art,Rock
821,sara50_art,Pop
822,collinsjoseph_art,Pop
823,vtorres_art,Electronic
829,coxlisa_art,Pop
830,randywagner_art,Jazz
839,christopherbyrd_art,Pop
840,timothy29_art,Electronic
841,zjohnson_art,Electronic
846,clayton44_art,Hip-Hop
847,cardenaslisa_art,Rock
849,unewman_art,Hip-Hop
855,mpeck_art,Electronic
856,quinnrobert_art,Rock
857,rogerscynthia_art,Rock
858,mirandaknight_art,Hip-Hop
860,lmorales_art,Jazz
861,mbrowning_art,Jazz
862,mcleancynthia_art,Electronic
863,gford_art,Pop
869,jason42_art,Electronic
871,thomas29_art,Electronic
872,lisa97_art,Jazz
878,mccoybrianna_art,Electronic
879,patricia45_art,Jazz
881,carolhoward_art,Electronic
882,mariamays_art,Hip-Hop
886,juan54_art,Pop
887,eric22_art,Hip-Hop
890,gbrown_art,Pop
891,olsenrussell_art,Hip-Hop
892,ymorton_art,Pop
895,pittmancarl_art,Electronic
897,pagebecky_art,Electronic
899,devongarcia_art,Jazz
904,dphillips_art,Jazz
905,stanley84_art,Jazz
906,wayne32_art,Rock
911,yochoa_art,Rock
912,conniehogan_art,Hip-Hop
913,randy21_art,Pop
914,angelaowens_art,Hip-Hop
915,cunninghamchristine_art,Rock
916,rileykimberly_art,Jazz
919,michaelford_art,Jazz
921,obrienjohn_art,Pop
922,andreacarroll_art,Jazz
924,frances45_art,Pop
926,ronaldbrooks_art,Pop
927,murrayadam_art,Pop
928,gscott_art,Pop
929,kimberlyarnold_art,Rock
931,ellisjamie_art,Hip-Hop
932,dlee_art,Electronic
935,crich_art,Electronic
936,caleb54_art,Electronic
938,zimmermanandrew_art,Rock
940,olivereric_art,Electronic
942,mparker_art,Rock
946,collin02_art,Electronic
948,james30_art,Electronic
951,jonathan19_art,Electronic
952,valeriegross_art,Hip-Hop
953,kramirez_art,Jazz
956,vincentmorales_art,Rock
957,oscar55_art,Hip-Hop
958,lauren63_art,Electronic
959,timothygates_art,Pop
960,mendozaedward_art,Electronic
961,bbrown_art,Jazz
963,james60_art,Electronic
964,smithmarcus_art,Jazz
965,douglasrodriguez_art,Rock
966,wgreene_art,Rock
968,woodsriley_art,Rock
969,caitlyn72_art,Jazz
970,brittany49_art,Jazz
973,david32_art,Hip-Hop
975,padillapatrick_art,Electronic
976,michael97_art,Hip-Hop
977,stacey91_art,Pop
979,linda12_art,Rock
980,nicholehuff_art,Rock
981,stephanietyler_art,Hip-Hop
985,thomasmichele_art,Hip-Hop
986,gmoon_art,Hip-Hop
988,brianaweeks_art,Electronic
991,fberger_art,Jazz
992,jrichardson_art,Rock
993,stephanie12_art,Jazz
994,philipwilliams_art,Electronic
995,ualvarado_art,Rock
996,brian46_art,Hip-Hop
997,obrienshannon_art,Hip-Hop
998,sierragriffin_art,Electronic
1000,estein_art,Pop
1002,michellemartinez_art,Electronic
1004,lowekeith_art,Pop
1005,briana98_art,Hip-Hop
1006,seanhernandez_art,Pop
1008,powellcorey_art,Pop
1011,frankmichelle_art,Electronic
1012,nicole54_art,Pop
1013,hayescarrie_art,Jazz
1015,michele36_art,Electronic
1019,annamills_art,Hip-Hop
1021,franklindanielle_art,Electronic
1022,xfisher_art,Electronic
1023,dawnlewis_art,Hip-Hop
1024,jamesbrennan_art,Pop
1025,joshua99_art,Electronic
1027,lopezsteven_art,Rock
1028,jeffreywilson_art,Pop
1029,chaneyphillip_art,Pop
1032,amberbaker_art,Electronic
1034,ellisbrianna_art,Hip-Hop
1036,aedwards_art,Electronic
1039,robertsemily_art,Pop
1041,justinrussell_art,Pop
1043,derekmarshall_art,Hip-Hop
1044,blacklouis_art,Electronic
1046,adamsmatthew_art,Hip-Hop
1047,nmedina_art,Hip-Hop
1048,vrichard_art,Rock
1050,rickey69_art,Jazz
1052,eriknewton_art,Pop
1053,hernandezlaura_art,Jazz
1054,nathaniel81_art,Rock
1056,udiaz_art,Rock
1057,wcastaneda_art,Hip-Hop
1061,evasquez_art,Rock
1063,hduncan_art,Jazz
1069,nicoletaylor_art,Pop
1070,anthony89_art,Pop
1072,anthonyyates_art,Rock
1074,markwells_art,Hip-Hop
1075,tracy44_art,Pop
1078,markherrera_art,Jazz
1079,mosesrachel_art,Jazz
1080,travis77_art,Electronic
1083,williamfisher_art,Jazz
1084,mackhenry_art,Electronic
1085,davisjennifer_art,Electronic
1086,hayesnathan_art,Hip-Hop
1087,walkerrebecca_art,Jazz
1088,novaksusan_art,Jazz
1097,earlkrueger_art,Jazz
1098,bradleyjennifer_art,Rock
1099,pschmidt_art,Hip-Hop
1100,jennifer09_art,Rock
1101,michaelbenton_art,Electronic
1102,christopher16_art,Jazz
1103,tonyarobinson_art,Hip-Hop
1105,martinezantonio_art,Electronic
1107,lmitchell_art,Hip-Hop
1109,denisepeterson_art,Pop
1112,farrellchristine_art,Pop
1115,rebecca67_art,Electronic
1117,zwilliams_art,Jazz
1118,kimberly48_art,Hip-Hop
1119,bradley28_art,Electronic
1122,seanlarson_art,Rock
1123,espinozaterri_art,Rock
1125,lorraine91_art,Rock
1126,pnorris_art,Rock
1128,qjenkins_art,Rock
1131,rushmatthew_art,Rock
1132,blakecollins_art,Rock
1136,leevickie_art,Electronic
1137,jeffreygeorge_art,Electronic
1139,johnnybaker_art,Rock
1140,susanbrown_art,Rock
1143,sean89_art,Rock
1144,judy32_art,Rock
1145,browninglaura_art,Rock
1146,johnathanmeyer_art,Hip-Hop
1151,ufields_art,Pop
1152,lellis_art,Jazz
1154,jacobsmeagan_art,Pop
1155,jodyhenson_art,Electronic
1157,wriddle_art,Jazz
1158,howarddonna_art,Hip-Hop
1159,fsmith_art,Jazz
1161,paulcooke_art,Pop
1164,caseycarol_art,Jazz
1167,brianhoffman_art,Hip-Hop
1168,khenry_art,Rock
1169,anita51_art,Pop
1170,teresa01_art,Pop
1171,zdominguez_art,Electronic
1175,alishalopez_art,Hip-Hop
1178,ibell_art,Jazz
1180,emily28_art,Pop
1181,paulbrian_art,Pop
1182,barrjoy_art,Electronic
1183,daniel73_art,Hip-Hop
1189,thompsonwesley_art,Electronic
1191,davidpierce_art,Pop
1197,rolsen_art,Jazz
1198,johngonzalez_art,Rock
1201,moralesjoshua_art,Electronic
1202,matthew85_art,Pop
1207,ysmith_art,Jazz
1208,jessica22_art,Hip-Hop
1209,wayne76_art,Pop
1210,pwilliams_art,Pop
1211,valdezandrew_art,Jazz
1212,louisreid_art,Hip-Hop
1215,hudsonmaria_art,Hip-Hop
1216,stoutbobby_art,Pop
1217,jamesmack_art,Jazz
1218,harmonanna_art,Jazz
1221,angela50_art,Pop
1222,rodriguezanthony_art,Rock
1224,richrobert_art,Jazz
1227,susanrobinson_art,Rock
1228,phillipstaylor_art,Electronic
1231,matthew58_art,Pop
1233,nicholas81_art,Jazz
1234,sarahjordan_art,Jazz
1237,mathisrichard_art,Hip-Hop
1238,taylorvalerie_art,Pop
1240,brianmcguire_art,Jazz
1241,kenneth52_art,Hip-Hop
1242,jacobmendez_art,Rock
1246,joelsoto_art,Electronic
1249,stephenpowell_art,Rock
1250,pconley_art,Hip-Hop
1255,scottarmstrong_art,Pop
1258,jerryfletcher_art,Pop
1259,elizabeth29_art,Electronic
1265,qherring_art,Pop
1266,joneslauren_art,Hip-Hop
1268,john42_art,Hip-Hop
1270,kellybennett_art,Rock
1273,agriffith_art,Hip-Hop
1280,zachary60_art,Jazz
1281,meghan04_art,Electronic
1284,james60_art,Pop
1285,vsanchez_art,Electronic
1286,grosschristopher_art,Jazz
1287,ajoyce_art,Rock
1290,janetjenkins_art,Electronic
1291,jennifer36_art,Hip-Hop
1292,roger37_art,Rock
1293,franciscoramirez_art,Rock
1295,williamsalexander_art,Pop
1296,david97_art,Jazz
1297,luke21_art,Electronic
1301,ythompson_art,Rock
1304,jessicasteele_art,Jazz
1306,tonya40_art,Pop
1309,ortizmatthew_art,Rock
1310,fross_art,Rock
1313,ashley67_art,Pop
1315,jessicacampbell_art,Hip-Hop
1316,smiller_art,Electronic
1317,jonespatricia_art,Rock
1323,stevenbutler_art,Electronic
1325,blackburnchristopher_art,Hip-Hop
1326,kimberlymartinez_art,Rock
1328,zjames_art,Rock
1330,joanmorgan_art,Pop
1331,stanley08_art,Hip-Hop
1332,gravesconnie_art,Hip-Hop
1337,tyler27_art,Rock
1340,jmyers_art,Jazz
1341,whitedarren_art,Rock
1343,bjones_art,Rock
1345,tbrown_art,Rock
1347,qmiles_art,Pop
1349,gonzalesmichelle_art,Hip-Hop
1356,tammy85_art,Hip-Hop
1358,christopher21_art,Hip-Hop
1360,kristi36_art,Hip-Hop
1362,anthony65_art,Hip-Hop
1364,joneschristina_art,Hip-Hop
1366,qfrederick_art,Jazz
1367,bruce80_art,Pop
1368,rcook_art,Hip-Hop
1370,pricerichard_art,Rock
1375,andrew65_art,Jazz
1377,lisacombs_art,Pop
1379,jessica02_art,Jazz
1382,kaitlyn25_art,Jazz
1391,haleyduncan_art,Rock
1393,christylopez_art,Electronic
1395,kara62_art,Jazz
1396,bruceshawna_art,Hip-Hop
1397,arroyostephen_art,Jazz
1400,xrios_art,Pop
1403,ngraves_art,Electronic
1405,daisyfowler_art,Electronic
1406,janet08_art,Hip-Hop
1408,zmccormick_art,Jazz
1413,kerrmandy_art,Pop
1417,jared86_art,Pop
1418,ipage_art,Electronic
1424,lozanosonya_art,Electronic
1426,melinda72_art,Hip-Hop
1427,ramirezdarrell_art,Jazz
1429,lmoore_art,Rock
1431,amandadunn_art,Rock
1432,gavin73_art,Jazz
1434,medinadonald_art,Rock
1441,lisa69_art,Electronic
1442,catherine68_art,Rock
1444,nortonjesus_art,Pop
1445,mcollins_art,Hip-Hop
1447,trice_art,Hip-Hop
1450,qmccarthy_art,Rock
1455,davidbrandy_art,Jazz
1457,davidbrown_art,Hip-Hop
1459,david30_art,Jazz
1460,websterjames_art,Electronic
1462,andreduke_art,Jazz
1465,yyoung_art,Jazz
1466,matthew74_art,Pop
1467,pcollins_art,Hip-Hop
1468,brownmichael_art,Hip-Hop
1470,hmoreno_art,Rock
1472,powersshannon_art,Electronic
1473,tara24_art,Jazz
1475,ryansmith_art,Electronic
1477,qthomas_art,Jazz
1478,thomastodd_art,Hip-Hop
1486,laurafranklin_art,Hip-Hop
1488,brendakim_art,Rock
1489,ufitzgerald_art,Hip-Hop
1491,isabeljensen_art,Rock
1492,jamesgreen_art,Electronic
1494,roberthorton_art,Hip-Hop
1496,astone_art,Rock
1497,stevenvillanueva_art,Pop
1499,jonathan12_art,Hip-Hop
1500,barronpatty_art,Rock
1503,npalmer_art,Pop
1504,john80_art,Electronic
1506,gtodd_art,Pop
1509,gibsonpaul_art,Jazz
1512,qpayne_art,Rock
1514,mshepard_art,Pop
1515,williamselijah_art,Hip-Hop
1516,gcastro_art,Jazz
1518,owhite_art,Jazz
1519,jennamorris_art,Electronic
1520,jonesanne_art,Pop
1521,mosesmaria_art,Rock
1524,edwincurtis_art,Jazz
1528,brianmorgan_art,Pop
1534,owest_art,Rock
1537,whitetracy_art,Rock
1538,parkermark_art,Jazz
1539,anthony18_art,Jazz
1540,lori73_art,Rock
1546,smithmichael_art,Rock
1548,kennethle_art,Pop
1549,rthomas_art,Rock
1550,bkim_art,Electronic
1553,julia67_art,Rock
1554,annperez_art,Rock
1555,parkermichael_art,Rock
1556,johnsondeanna_art,Rock
1557,robert73_art,Jazz
1558,dustin99_art,Jazz
1560,davidbenton_art,Rock
1561,jameselliott_art,Jazz
1562,norman04_art,Rock
1563,kevinsoto_art,Jazz
1564,pskinner_art,Jazz
1566,sharon32_art,Pop
1568,daniel37_art,Electronic
1569,jessica87_art,Hip-Hop
1571,randycollier_art,Hip-Hop
1578,jeremygarcia_art,Electronic
1580,wmyers_art,Hip-Hop
1581,johnblackwell_art,Rock
1585,xnichols_art,Jazz
1588,ebarnes_art,Pop
1590,ncortez_art,Rock
1592,stephaniehaynes_art,Jazz
1594,joanneliu_art,Electronic
1597,lawsonrobert_art,Jazz
1600,alexismartin_art,Hip-Hop
1601,charlesellison_art,Electronic
1603,william42_art,Pop
1606,david71_art,Electronic
1607,austinklein_art,Electronic
1609,kreid_art,Rock
1611,dawsondonald_art,Electronic
1619,maurice90_art,Hip-Hop
1620,franklinpatricia_art,Rock
1621,johnsonbrandon_art,Rock
1623,wwelch_art,Jazz
1624,pattonlee_art,Jazz
1625,rojasadam_art,Hip-Hop
1626,ryanmahoney_art,Rock
1629,williamseric_art,Jazz
1635,florestina_art,Electronic
1637,mileslynn_art,Jazz
1639,henrygraham_art,Hip-Hop
1640,whansen_art,Rock
1642,melissa01_art,Jazz
1644,adam01_art,Rock
1645,michaeljames_art,Hip-Hop
1647,williamsjames_art,Hip-Hop
1649,trevinorichard_art,Pop
1651,bking_art,Rock
1652,julie76_art,Rock
1655,millerkelly_art,Pop
1657,robert59_art,Hip-Hop
1658,garzazachary_art,Rock
1659,debra03_art,Electronic
1663,jgilbert_art,Pop
1664,alexandra79_art,Hip-Hop
1665,michael10_art,Electronic
1667,hunterdavid_art,Jazz
1673,james18_art,Pop
1674,petersanchez_art,Hip-Hop
1675,charlesjessica_art,Pop
1676,tina80_art,Electronic
1680,brooksdanielle_art,Rock
1681,michael04_art,Pop
1683,lovejohn_art,Jazz
1684,ginarios_art,Hip-Hop
1685,thomaskimberly_art,Electronic
1687,allenerika_art,Hip-Hop
1689,baileybenitez_art,Jazz
1691,shartman_art,Electronic
1692,kleinjulie_art,Pop
1696,jordan04_art,Rock
1698,williamssheila_art,Rock
1700,taramoreno_art,Rock
1701,johnsontodd_art,Electronic
1702,inichols_art,Electronic
1704,leslie40_art,Electronic
1706,rhondahansen_art,Pop
1707,freid_art,Pop
1708,ramirezmark_art,Hip-Hop
1709,ortegadebra_art,Rock
1711,arielbaker_art,Jazz
1712,tayloromar_art,Jazz
1714,curtisgarrett_art,Hip-Hop
1717,gardnerstephanie_art,Jazz
1718,dcruz_art,Pop
1727,carrolleric_art,Jazz
1729,meghan36_art,Pop
1730,alexisortiz_art,Electronic
1733,sherrywise_art,Hip-Hop
1734,dennisbowman_art,Pop
1739,tonya25_art,Electronic
1740,qcooper_art,Electronic
1741,diana49_art,Jazz
1742,gordonchristopher_art,Electronic
1743,scott77_art,Jazz
1744,amyjones_art,Jazz
1745,wrightalicia_art,Hip-Hop
1750,lmarquez_art,Rock
1751,sophia88_art,Rock
1753,colekristi_art,Jazz
1754,frederickwilliams_art,Electronic
1755,plee_art,Hip-Hop
1756,vwilson_art,Rock
1761,danahamilton_art,Pop
1763,john61_art,Electronic
1765,erobinson_art,Pop
1767,powellbarbara_art,Rock
1768,showard_art,Hip-Hop
1769,jennifergreen_art,Hip-Hop
1770,lori67_art,Hip-Hop
1771,handerson_art,Jazz
1772,pestes_art,Hip-Hop
1773,alexis58_art,Pop
1774,michael36_art,Electronic
1775,iweaver_art,Electronic
1781,jacobpatton_art,Hip-Hop
1784,jason66_art,Electronic
1787,millerjessica_art,Jazz
1790,wscott_art,Electronic
1791,nmacias_art,Hip-Hop
1792,gabriellaellis_art,Rock
1793,charles78_art,Pop
1797,drewdavis_art,Electronic
1799,williamgreen_art,Pop
1801,nicolelee_art,Hip-Hop
1804,fmonroe_art,Jazz
1805,tiffanygray_art,Pop
1806,usanders_art,Rock
1809,mbaxter_art,Hip-Hop
1810,rperez_art,Jazz
1811,danielwood_art,Pop
1812,jcox_art,Pop
1814,heathergonzales_art,Jazz
1815,theresa71_art,Electronic
1818,morgan74_art,Pop
1820,carsonsandra_art,Rock
1823,james41_art,Hip-Hop
1825,danamay_art,Electronic
1826,hicksphillip_art,Jazz
1829,elizabethmacias_art,Pop
1833,zbrown_art,Electronic
1836,crystalmartinez_art,Hip-Hop
1838,brittany88_art,Jazz
1839,ebonymiles_art,Rock
1840,christina23_art,Rock
